2023-05-03 15:59:26.951 [main] INFO  com.solvd.Hospital.Main - ------------------------------------------------------
2023-05-12 01:38:03.909 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-12 01:38:03.909 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-12 01:38:03.909 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-12 01:38:03.909 [main] INFO  com.solvd.Hospital.Classes.Menu - g. List all appointments
2023-05-12 01:38:03.909 [main] INFO  com.solvd.Hospital.Classes.Menu - i. List all appointments with Dr.Johnson
2023-05-12 01:38:03.909 [main] INFO  com.solvd.Hospital.Classes.Menu - j. List all appointments with Dr.Smite
2023-05-12 01:38:03.909 [main] INFO  com.solvd.Hospital.Classes.Menu - h. Exit
2023-05-12 01:38:03.909 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:38:03.909 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-12 01:38:22.654 [main] INFO  com.solvd.Hospital.Main - Choose a doctor:
2023-05-12 01:38:22.661 [main] INFO  com.solvd.Hospital.Main - 1. Doctor: Experience='5', IDr='EMP1', doctorId='1', jobTitle='Cardiologist', name='Dr. Smith', gender='M', age=55
2023-05-12 01:38:22.661 [main] INFO  com.solvd.Hospital.Main - 2. Doctor: Experience='10', IDr='EMP2', doctorId='2', jobTitle='Emergency', name='Dr. Johnson', gender='F', age=45
2023-05-12 01:38:22.661 [main] INFO  com.solvd.Hospital.Main - 3. Doctor: Experience='8', IDr='EMP3', doctorId='3', jobTitle='Radiology', name='Dr. Williams', gender='M', age=40
2023-05-12 01:38:22.661 [main] INFO  com.solvd.Hospital.Main - Enter the doctor's number: 
2023-05-12 01:38:23.927 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:38:23.927 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-12 01:38:23.927 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-12 01:38:23.927 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-12 01:38:23.927 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-12 01:38:23.927 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-12 01:38:23.928 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-12 01:38:23.928 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-12 01:38:23.928 [main] INFO  com.solvd.Hospital.Classes.Menu - g. List all appointments
2023-05-12 01:38:23.928 [main] INFO  com.solvd.Hospital.Classes.Menu - i. List all appointments with Dr.Johnson
2023-05-12 01:38:23.928 [main] INFO  com.solvd.Hospital.Classes.Menu - j. List all appointments with Dr.Smite
2023-05-12 01:38:23.928 [main] INFO  com.solvd.Hospital.Classes.Menu - h. Exit
2023-05-12 01:38:23.928 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:38:23.928 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-12 01:38:36.386 [main] INFO  com.solvd.Hospital.Main - List of all doctors:
2023-05-12 01:38:36.386 [main] INFO  com.solvd.Hospital.Main - Doctor: Experience='5', IDr='EMP1', doctorId='1', jobTitle='Cardiologist', name='Dr. Smith', gender='M', age=55
2023-05-12 01:38:36.386 [main] INFO  com.solvd.Hospital.Main - Doctor: Experience='10', IDr='EMP2', doctorId='2', jobTitle='Emergency', name='Dr. Johnson', gender='F', age=45
2023-05-12 01:38:36.386 [main] INFO  com.solvd.Hospital.Main - Doctor: Experience='8', IDr='EMP3', doctorId='3', jobTitle='Radiology', name='Dr. Williams', gender='M', age=40
2023-05-12 01:38:36.386 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:38:36.386 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-12 01:38:36.386 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-12 01:38:36.386 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-12 01:38:36.386 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-12 01:38:36.386 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-12 01:38:36.387 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-12 01:38:36.387 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-12 01:38:36.387 [main] INFO  com.solvd.Hospital.Classes.Menu - g. List all appointments
2023-05-12 01:38:36.387 [main] INFO  com.solvd.Hospital.Classes.Menu - i. List all appointments with Dr.Johnson
2023-05-12 01:38:36.387 [main] INFO  com.solvd.Hospital.Classes.Menu - j. List all appointments with Dr.Smite
2023-05-12 01:38:36.387 [main] INFO  com.solvd.Hospital.Classes.Menu - h. Exit
2023-05-12 01:38:36.387 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:38:36.387 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-12 01:40:08.786 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:40:08.788 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-12 01:40:08.788 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-12 01:40:08.788 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-12 01:40:08.788 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-12 01:40:08.789 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-12 01:40:08.789 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-12 01:40:08.789 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-12 01:40:08.789 [main] INFO  com.solvd.Hospital.Classes.Menu - g. List all appointments
2023-05-12 01:40:08.789 [main] INFO  com.solvd.Hospital.Classes.Menu - i. List all appointments with Dr.Johnson
2023-05-12 01:40:08.789 [main] INFO  com.solvd.Hospital.Classes.Menu - j. List all appointments with Dr.Smite
2023-05-12 01:40:08.789 [main] INFO  com.solvd.Hospital.Classes.Menu - h. Exit
2023-05-12 01:40:08.789 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:40:08.789 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-12 01:40:12.506 [main] INFO  com.solvd.Hospital.Main - Choose a doctor:
2023-05-12 01:40:12.513 [main] INFO  com.solvd.Hospital.Main - 1. Doctor: Experience='5', IDr='EMP1', doctorId='1', jobTitle='Cardiologist', name='Dr. Smith', gender='M', age=55
2023-05-12 01:40:12.514 [main] INFO  com.solvd.Hospital.Main - 2. Doctor: Experience='10', IDr='EMP2', doctorId='2', jobTitle='Emergency', name='Dr. Johnson', gender='F', age=45
2023-05-12 01:40:12.514 [main] INFO  com.solvd.Hospital.Main - 3. Doctor: Experience='8', IDr='EMP3', doctorId='3', jobTitle='Radiology', name='Dr. Williams', gender='M', age=40
2023-05-12 01:40:12.514 [main] INFO  com.solvd.Hospital.Main - Enter the doctor's number: 
2023-05-12 01:40:13.416 [main] INFO  com.solvd.Hospital.Main - No appointments found for doctor Dr. Smith.
2023-05-12 01:40:13.417 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:40:13.417 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-12 01:40:13.417 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-12 01:40:13.417 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-12 01:40:13.417 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-12 01:40:13.417 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-12 01:40:13.417 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-12 01:40:13.417 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-12 01:40:13.417 [main] INFO  com.solvd.Hospital.Classes.Menu - g. List all appointments
2023-05-12 01:40:13.417 [main] INFO  com.solvd.Hospital.Classes.Menu - i. List all appointments with Dr.Johnson
2023-05-12 01:40:13.417 [main] INFO  com.solvd.Hospital.Classes.Menu - j. List all appointments with Dr.Smite
2023-05-12 01:40:13.417 [main] INFO  com.solvd.Hospital.Classes.Menu - h. Exit
2023-05-12 01:40:13.418 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:40:13.418 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-12 01:40:19.164 [main] INFO  com.solvd.Hospital.Main - Choose a doctor:
2023-05-12 01:40:19.164 [main] INFO  com.solvd.Hospital.Main - 1. Doctor: Experience='5', IDr='EMP1', doctorId='1', jobTitle='Cardiologist', name='Dr. Smith', gender='M', age=55
2023-05-12 01:40:19.164 [main] INFO  com.solvd.Hospital.Main - 2. Doctor: Experience='10', IDr='EMP2', doctorId='2', jobTitle='Emergency', name='Dr. Johnson', gender='F', age=45
2023-05-12 01:40:19.164 [main] INFO  com.solvd.Hospital.Main - 3. Doctor: Experience='8', IDr='EMP3', doctorId='3', jobTitle='Radiology', name='Dr. Williams', gender='M', age=40
2023-05-12 01:40:19.164 [main] INFO  com.solvd.Hospital.Main - Enter the doctor's number: 
2023-05-12 01:40:20.530 [main] INFO  com.solvd.Hospital.Main - No appointments found for doctor Dr. Williams.
2023-05-12 01:40:20.530 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:40:20.530 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-12 01:40:20.530 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-12 01:40:20.530 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-12 01:40:20.531 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-12 01:40:20.531 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-12 01:40:20.531 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-12 01:40:20.531 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-12 01:40:20.531 [main] INFO  com.solvd.Hospital.Classes.Menu - g. List all appointments
2023-05-12 01:40:20.531 [main] INFO  com.solvd.Hospital.Classes.Menu - i. List all appointments with Dr.Johnson
2023-05-12 01:40:20.531 [main] INFO  com.solvd.Hospital.Classes.Menu - j. List all appointments with Dr.Smite
2023-05-12 01:40:20.531 [main] INFO  com.solvd.Hospital.Classes.Menu - h. Exit
2023-05-12 01:40:20.531 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:40:20.531 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-12 01:40:30.778 [main] INFO  com.solvd.Hospital.Main - Choose a doctor:
2023-05-12 01:40:30.778 [main] INFO  com.solvd.Hospital.Main - 1. Doctor: Experience='5', IDr='EMP1', doctorId='1', jobTitle='Cardiologist', name='Dr. Smith', gender='M', age=55
2023-05-12 01:40:30.778 [main] INFO  com.solvd.Hospital.Main - 2. Doctor: Experience='10', IDr='EMP2', doctorId='2', jobTitle='Emergency', name='Dr. Johnson', gender='F', age=45
2023-05-12 01:40:30.779 [main] INFO  com.solvd.Hospital.Main - 3. Doctor: Experience='8', IDr='EMP3', doctorId='3', jobTitle='Radiology', name='Dr. Williams', gender='M', age=40
2023-05-12 01:40:30.779 [main] INFO  com.solvd.Hospital.Main - Enter the doctor's number: 
2023-05-12 01:40:31.775 [main] INFO  com.solvd.Hospital.Main - No appointments found for doctor Dr. Johnson.
2023-05-12 01:40:31.775 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:40:31.775 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-12 01:40:31.775 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-12 01:40:31.775 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-12 01:40:31.775 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-12 01:40:31.775 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-12 01:40:31.775 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-12 01:40:31.775 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-12 01:40:31.775 [main] INFO  com.solvd.Hospital.Classes.Menu - g. List all appointments
2023-05-12 01:40:31.776 [main] INFO  com.solvd.Hospital.Classes.Menu - i. List all appointments with Dr.Johnson
2023-05-12 01:40:31.776 [main] INFO  com.solvd.Hospital.Classes.Menu - j. List all appointments with Dr.Smite
2023-05-12 01:40:31.776 [main] INFO  com.solvd.Hospital.Classes.Menu - h. Exit
2023-05-12 01:40:31.776 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:40:31.776 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-12 01:40:45.229 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:40:45.231 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-12 01:40:45.232 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-12 01:40:45.232 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-12 01:40:45.232 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-12 01:40:45.232 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-12 01:40:45.232 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-12 01:40:45.232 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-12 01:40:45.232 [main] INFO  com.solvd.Hospital.Classes.Menu - g. List all appointments
2023-05-12 01:40:45.232 [main] INFO  com.solvd.Hospital.Classes.Menu - i. List all appointments with Dr.Johnson
2023-05-12 01:40:45.232 [main] INFO  com.solvd.Hospital.Classes.Menu - j. List all appointments with Dr.Smite
2023-05-12 01:40:45.232 [main] INFO  com.solvd.Hospital.Classes.Menu - h. Exit
2023-05-12 01:40:45.232 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:40:45.232 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-12 01:40:50.100 [main] INFO  com.solvd.Hospital.Main - Enter the name of the doctor:
2023-05-12 01:40:56.715 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:40:56.715 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-12 01:40:56.715 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-12 01:40:56.715 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-12 01:40:56.715 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-12 01:40:56.715 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-12 01:40:56.715 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-12 01:40:56.715 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-12 01:40:56.716 [main] INFO  com.solvd.Hospital.Classes.Menu - g. List all appointments
2023-05-12 01:40:56.716 [main] INFO  com.solvd.Hospital.Classes.Menu - i. List all appointments with Dr.Johnson
2023-05-12 01:40:56.716 [main] INFO  com.solvd.Hospital.Classes.Menu - j. List all appointments with Dr.Smite
2023-05-12 01:40:56.716 [main] INFO  com.solvd.Hospital.Classes.Menu - h. Exit
2023-05-12 01:40:56.716 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:40:56.716 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-12 01:41:04.575 [main] INFO  com.solvd.Hospital.Main - Enter the name of the doctor:
2023-05-12 01:41:07.600 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:41:07.600 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-12 01:41:07.600 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-12 01:41:07.600 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-12 01:41:07.600 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-12 01:41:07.600 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-12 01:41:07.600 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-12 01:41:07.601 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-12 01:41:07.601 [main] INFO  com.solvd.Hospital.Classes.Menu - g. List all appointments
2023-05-12 01:41:07.601 [main] INFO  com.solvd.Hospital.Classes.Menu - i. List all appointments with Dr.Johnson
2023-05-12 01:41:07.601 [main] INFO  com.solvd.Hospital.Classes.Menu - j. List all appointments with Dr.Smite
2023-05-12 01:41:07.601 [main] INFO  com.solvd.Hospital.Classes.Menu - h. Exit
2023-05-12 01:41:07.601 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:41:07.601 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-12 01:41:14.349 [main] INFO  com.solvd.Hospital.Main - Enter the name of the doctor:
2023-05-12 01:41:19.291 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:41:19.291 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-12 01:41:19.291 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-12 01:41:19.291 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-12 01:41:19.291 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-12 01:41:19.291 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-12 01:41:19.291 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-12 01:41:19.291 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-12 01:41:19.291 [main] INFO  com.solvd.Hospital.Classes.Menu - g. List all appointments
2023-05-12 01:41:19.291 [main] INFO  com.solvd.Hospital.Classes.Menu - i. List all appointments with Dr.Johnson
2023-05-12 01:41:19.292 [main] INFO  com.solvd.Hospital.Classes.Menu - j. List all appointments with Dr.Smite
2023-05-12 01:41:19.292 [main] INFO  com.solvd.Hospital.Classes.Menu - h. Exit
2023-05-12 01:41:19.292 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:41:19.292 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-12 01:43:48.500 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:43:48.502 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-12 01:43:48.502 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-12 01:43:48.502 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-12 01:43:48.502 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-12 01:43:48.502 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-12 01:43:48.502 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-12 01:43:48.502 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-12 01:43:48.502 [main] INFO  com.solvd.Hospital.Classes.Menu - g. List all appointments
2023-05-12 01:43:48.502 [main] INFO  com.solvd.Hospital.Classes.Menu - i. List all appointments with Doctor
2023-05-12 01:43:48.503 [main] INFO  com.solvd.Hospital.Classes.Menu - j. Find doctor information
2023-05-12 01:43:48.503 [main] INFO  com.solvd.Hospital.Classes.Menu - h. Exit
2023-05-12 01:43:48.503 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:43:48.503 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-12 01:43:53.740 [main] INFO  com.solvd.Hospital.Main - Choose a doctor:
2023-05-12 01:43:53.746 [main] INFO  com.solvd.Hospital.Main - 1. Doctor: Experience='5', IDr='EMP1', doctorId='1', jobTitle='Cardiologist', name='Dr. Smith', gender='M', age=55
2023-05-12 01:43:53.747 [main] INFO  com.solvd.Hospital.Main - 2. Doctor: Experience='10', IDr='EMP2', doctorId='2', jobTitle='Emergency', name='Dr. Johnson', gender='F', age=45
2023-05-12 01:43:53.747 [main] INFO  com.solvd.Hospital.Main - 3. Doctor: Experience='8', IDr='EMP3', doctorId='3', jobTitle='Radiology', name='Dr. Williams', gender='M', age=40
2023-05-12 01:43:53.747 [main] INFO  com.solvd.Hospital.Main - Enter the doctor's number: 
2023-05-12 01:43:55.151 [main] INFO  com.solvd.Hospital.Main - No appointments found for doctor Dr. Smith.
2023-05-12 01:43:55.151 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:43:55.151 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-12 01:43:55.151 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-12 01:43:55.152 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-12 01:43:55.152 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-12 01:43:55.152 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-12 01:43:55.152 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-12 01:43:55.152 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-12 01:43:55.152 [main] INFO  com.solvd.Hospital.Classes.Menu - g. List all appointments
2023-05-12 01:43:55.152 [main] INFO  com.solvd.Hospital.Classes.Menu - i. List all appointments with Doctor
2023-05-12 01:43:55.152 [main] INFO  com.solvd.Hospital.Classes.Menu - j. Find doctor information
2023-05-12 01:43:55.152 [main] INFO  com.solvd.Hospital.Classes.Menu - h. Exit
2023-05-12 01:43:55.152 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:43:55.152 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-12 01:44:00.025 [main] INFO  com.solvd.Hospital.Main - Choose a doctor:
2023-05-12 01:44:00.025 [main] INFO  com.solvd.Hospital.Main - 1. Doctor: Experience='5', IDr='EMP1', doctorId='1', jobTitle='Cardiologist', name='Dr. Smith', gender='M', age=55
2023-05-12 01:44:00.025 [main] INFO  com.solvd.Hospital.Main - 2. Doctor: Experience='10', IDr='EMP2', doctorId='2', jobTitle='Emergency', name='Dr. Johnson', gender='F', age=45
2023-05-12 01:44:00.025 [main] INFO  com.solvd.Hospital.Main - 3. Doctor: Experience='8', IDr='EMP3', doctorId='3', jobTitle='Radiology', name='Dr. Williams', gender='M', age=40
2023-05-12 01:44:00.025 [main] INFO  com.solvd.Hospital.Main - Enter the doctor's number: 
2023-05-12 01:44:00.780 [main] INFO  com.solvd.Hospital.Main - No appointments found for doctor Dr. Johnson.
2023-05-12 01:44:00.780 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:44:00.780 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-12 01:44:00.780 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-12 01:44:00.780 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-12 01:44:00.780 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-12 01:44:00.781 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-12 01:44:00.781 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-12 01:44:00.781 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-12 01:44:00.781 [main] INFO  com.solvd.Hospital.Classes.Menu - g. List all appointments
2023-05-12 01:44:00.781 [main] INFO  com.solvd.Hospital.Classes.Menu - i. List all appointments with Doctor
2023-05-12 01:44:00.781 [main] INFO  com.solvd.Hospital.Classes.Menu - j. Find doctor information
2023-05-12 01:44:00.781 [main] INFO  com.solvd.Hospital.Classes.Menu - h. Exit
2023-05-12 01:44:00.781 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:44:00.782 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-12 01:46:08.247 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:46:08.249 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-12 01:46:08.249 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-12 01:46:08.249 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-12 01:46:08.249 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-12 01:46:08.250 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-12 01:46:08.250 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
2023-05-12 01:46:08.250 [main] INFO  com.solvd.Hospital.Classes.Menu - f. Display all patients
2023-05-12 01:46:08.250 [main] INFO  com.solvd.Hospital.Classes.Menu - g. List all appointments
2023-05-12 01:46:08.250 [main] INFO  com.solvd.Hospital.Classes.Menu - i. List all appointments with Doctor
2023-05-12 01:46:08.250 [main] INFO  com.solvd.Hospital.Classes.Menu - j. Find doctor information
2023-05-12 01:46:08.250 [main] INFO  com.solvd.Hospital.Classes.Menu - h. Exit
2023-05-12 01:46:08.250 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:46:08.250 [main] INFO  com.solvd.Hospital.Classes.Menu - Enter your choice: 
2023-05-12 01:46:13.777 [main] INFO  com.solvd.Hospital.Main - No appointments found.
2023-05-12 01:46:13.777 [main] INFO  com.solvd.Hospital.Classes.Menu - ------------------------------------------------------
2023-05-12 01:46:13.778 [main] INFO  com.solvd.Hospital.Classes.Menu - Main Menu:
2023-05-12 01:46:13.778 [main] INFO  com.solvd.Hospital.Classes.Menu - a. Make an appointment
2023-05-12 01:46:13.778 [main] INFO  com.solvd.Hospital.Classes.Menu - b. Give a patient a diagnosis
2023-05-12 01:46:13.778 [main] INFO  com.solvd.Hospital.Classes.Menu - c. Prescribe treatment
2023-05-12 01:46:13.778 [main] INFO  com.solvd.Hospital.Classes.Menu - d. Write a prescription
2023-05-12 01:46:13.778 [main] INFO  com.solvd.Hospital.Classes.Menu - e. Display all doctors
